工程字段	唯一值 / 执行语义
player_state.initial_rating	1500
player_state.initial_uncertainty	350
player_state.min_rating	400
player_state.max_rating	2600
player_state.min_uncertainty	80
rating_formula.elo_divisor	400
rating_formula.placement_weight	0.8
rating_formula.combat_weight	0.2
rating_formula.combat_divisor	5
rating_formula.delta_min	-120
rating_formula.delta_max	120
rating_formula.full_weight_humans	10
rating_formula.uncertainty_decay	0.9
rating_formula.inactive_grace_days	14
rating_formula.inactive_uncertainty_per_day	3
search[0].from_s	0
search[0].to_s	5
search[0].rating_radius	100
search[1].from_s	5
search[1].to_s	10
search[1].rating_radius	200
search[2].from_s	10
search[2].to_s	15
search[2].rating_radius	350
search[3].from_s	15
search[3].to_s	20
search[3].rating_radius	500
normal_bot_fill_at_s	20
low_population_exception_at_s	35
lobby_size	30
new_player_bot_caps.match_1	27
new_player_bot_caps.match_2_3	22
new_player_bot_caps.match_4_6	12
new_player_bot_caps.emergency	29
bot_rating_bands[0].rating_min	400
bot_rating_bands[0].rating_max	1099
bot_rating_bands[0].mix.D1	0.2
bot_rating_bands[0].mix.D2	0.6
bot_rating_bands[0].mix.D3	0.2
bot_rating_bands[1].rating_min	1100
bot_rating_bands[1].rating_max	1499
bot_rating_bands[1].mix.D2	0.35
bot_rating_bands[1].mix.D3	0.55
bot_rating_bands[1].mix.D4	0.1
bot_rating_bands[2].rating_min	1500
bot_rating_bands[2].rating_max	1849
bot_rating_bands[2].mix.D2	0.1
bot_rating_bands[2].mix.D3	0.55
bot_rating_bands[2].mix.D4	0.3
bot_rating_bands[2].mix.D5	0.05
bot_rating_bands[3].rating_min	1850
bot_rating_bands[3].rating_max	2149
bot_rating_bands[3].mix.D3	0.3
bot_rating_bands[3].mix.D4	0.55
bot_rating_bands[3].mix.D5	0.15
bot_rating_bands[4].rating_min	2150
bot_rating_bands[4].rating_max	2600
bot_rating_bands[4].mix.D4	0.55
bot_rating_bands[4].mix.D5	0.45
cross_input_pool	是
controller_supported	否
bot_events_affect_mmr	否
fill_policy.normal_fill_s	20
fill_policy.new_player_match_1_to_6_fill_s	35
fill_policy.new_player_emergency_bot_cap	29
rating_formula_exact.expected_pair	1/(1+10^((Rj-Ri)/400))
rating_formula_exact.expected	MEAN_OF_PAIR_EXPECTATIONS_VS_HUMANS_ONLY
rating_formula_exact.placement	IF HUMAN_COUNT>=4 THEN 1-(HUMAN_ORDINAL_PLACEMENT-1)/(HUMAN_COUNT-1) ELSE UNRATED; TIES_USE_AVERAGE_HUMAN_ORDINAL
rating_formula_exact.combat	CLAMP(SUM_FIVE_HUMAN_ONLY_COMBAT_METRIC_Z/5,-1,1); EACH_ZERO_VARIANCE_METRIC_Z=0
rating_formula_exact.human_weight	MIN(1,(HUMAN_COUNT-1)/9)
rating_formula_exact.K	32+88*(UNCERTAINTY-80)/270
rating_formula_exact.delta	ROUND_HALF_AWAY_FROM_ZERO(CLAMP(K*HUMAN_WEIGHT*(0.8*(PLACEMENT-EXPECTED)+0.2*COMBAT),-120,120))
rating_formula_exact.rating	CLAMP(OLD_RATING+DELTA,400,2600)
rating_formula_exact.bots_ignored	是
rating_formula_exact.uncertainty_after_rated_match	IF HUMAN_COUNT>=4 THEN MAX(80,FLOOR(OLD*0.9)) ELSE OLD
rating_formula.minimum_humans_to_rate	4
rating_formula.ordinal_population	HUMANS_ONLY
rating_formula.single_or_zero_variance_metric	Z_SCORE=0
rating_formula.bots_do_not_shift_human_ordinal	是
rating_formula.unrated_result_when_humans_lt_4	MMR_DELTA=0; MATCH_STILL_COUNTS_FOR_NON_RATED_STATS
